chrom	chrom_key	start	end	window_length	Copia_bp	Copia_density	Gypsy_bp	Gypsy_density	GENE_bp	GENE_density
CP002687.1	1	17100000	18100000	1000000	62926	0.062926	17581	0.017581	3224828	3.224828
CP002687.1	1	17200000	18200000	1000000	67185	0.067185	16648	0.016648	3245395	3.245395
CP002687.1	1	17300000	18300000	1000000	64769	0.064769	12171	0.012171	3318293	3.318293
CP002687.1	1	17400000	18400000	1000000	55067	0.055067	9532	0.009532	3343582	3.343582
CP002687.1	1	17500000	18500000	1000000	56898	0.056898	5453	0.005453	3406520	3.40652
CP002687.1	1	17600000	18585056	985056	48924	0.04966621187018809	4700	0.004771302342201865	3375620	3.426830555826268
CP002687.1	1	17700000	18585056	885056	37774	0.0426797852339287	4700	0.005310398438064936	3061244	3.458813905560778
CP002687.1	1	17800000	18585056	785056	32666	0.04160977051318632	3539	0.004507958667916684	2742956	3.4939622141605184
CP002687.1	1	17900000	18585056	685056	32314	0.047169866405082216	2358	0.0034420543721973094	2405783	3.511804874346039
CP002687.1	1	18000000	18585056	585056	25599	0.04375478586665208	2238	0.0038252748454848766	2039139	3.485374049663622
CP002687.1	1	18100000	18585056	485056	15911	0.03280239807362449	2238	0.004613900250692703	1676281	3.4558504585037606
CP002687.1	1	18200000	18585056	385056	11169	0.02900617053103964	2238	0.00581214161057093	1316837	3.419858410205269
CP002687.1	1	18300000	18585056	285056	5843	0.02049772676246071	373	0.0013085148181409968	969945	3.402647199146834
CP002687.1	1	18400000	18585056	185056	5284	0.02855351893480892	0	0.0	629465	3.4014838751513055
CP002687.1	1	18500000	18585056	85056	0	0.0	0	0.0	287936	3.3852520692249812
CP002688.1	1	0	1000000	1000000	23542	0.023542	56852	0.056852	3722888	3.722888
CP002688.1	1	100000	1100000	1000000	15966	0.015966	4559	0.004559	3685413	3.685413
CP002688.1	1	200000	1200000	1000000	13571	0.013571	4559	0.004559	3629273	3.629273
CP002688.1	1	300000	1300000	1000000	12989	0.012989	7396	0.007396	3506377	3.506377
CP002688.1	1	400000	1400000	1000000	24341	0.024341	5261	0.005261	3463860	3.46386
CP002688.1	1	500000	1500000	1000000	24176	0.024176	7265	0.007265	3426889	3.426889
CP002688.1	1	600000	1600000	1000000	30498	0.030498	8732	0.008732	3444983	3.444983
CP002688.1	1	700000	1700000	1000000	36812	0.036812	55780	0.05578	3403905	3.403905
CP002688.1	1	800000	1800000	1000000	41888	0.041888	78801	0.078801	3320362	3.320362
CP002688.1	1	900000	1900000	1000000	41876	0.041876	108872	0.108872	3213319	3.213319
CP002688.1	1	1000000	2000000	1000000	48493	0.048493	125335	0.125335	3140516	3.140516
CP002688.1	1	1100000	2100000	1000000	55936	0.055936	148385	0.148385	3080963	3.080963
CP002688.1	1	1200000	2200000	1000000	71574	0.071574	150527	0.150527	3012067	3.012067
CP002688.1	1	1300000	2300000	1000000	95288	0.095288	148655	0.148655	2987833	2.987833
CP002688.1	1	1400000	2400000	1000000	94684	0.094684	164212	0.164212	2942879	2.942879
CP002688.1	1	1500000	2500000	1000000	96802	0.096802	204480	0.20448	2944735	2.944735
CP002688.1	1	1600000	2600000	1000000	94105	0.094105	226290	0.22629	2908946	2.908946
CP002688.1	1	1700000	2700000	1000000	98020	0.09802	185106	0.185106	2902834	2.902834
CP002688.1	1	1800000	2800000	1000000	104514	0.104514	178726	0.178726	2936294	2.936294
CP002688.1	1	1900000	2900000	1000000	113236	0.113236	220542	0.220542	2942299	2.942299
CP002688.1	1	2000000	3000000	1000000	108325	0.108325	230473	0.230473	2961986	2.961986
CP002688.1	1	2100000	3100000	1000000	105234	0.105234	282146	0.282146	2910694	2.910694
CP002688.1	1	2200000	3200000	1000000	97483	0.097483	361733	0.361733	2871060	2.87106
CP002688.1	1	2300000	3300000	1000000	74152	0.074152	412415	0.412415	2854507	2.854507
CP002688.1	1	2400000	3400000	1000000	65422	0.065422	456084	0.456084	2868701	2.868701
CP002688.1	1	2500000	3500000	1000000	65117	0.065117	464504	0.464504	2821724	2.821724
CP002688.1	1	2600000	3600000	1000000	61743	0.061743	530627	0.530627	2739939	2.739939
CP002688.1	1	2700000	3700000	1000000	62307	0.062307	615723	0.615723	2705447	2.705447
CP002688.1	1	2800000	3800000	1000000	53259	0.053259	681537	0.681537	2621984	2.621984
CP002688.1	1	2900000	3900000	1000000	45527	0.045527	720434	0.720434	2581123	2.581123
CP002688.1	1	3000000	4000000	1000000	43209	0.043209	792215	0.792215	2533999	2.533999
CP002688.1	1	3100000	4100000	1000000	46562	0.046562	764898	0.764898	2524423	2.524423
CP002688.1	1	3200000	4200000	1000000	47871	0.047871	784518	0.784518	2508528	2.508528
CP002688.1	1	3300000	4300000	1000000	63430	0.06343	818427	0.818427	2460082	2.460082
CP002688.1	1	3400000	4400000	1000000	59720	0.05972	818911	0.818911	2416151	2.416151
CP002688.1	1	3500000	4500000	1000000	75313	0.075313	851512	0.851512	2372219	2.372219
CP002688.1	1	3600000	4600000	1000000	75689	0.075689	853973	0.853973	2351483	2.351483
CP002688.1	1	3700000	4700000	1000000	76105	0.076105	806799	0.806799	2325141	2.325141
CP002688.1	1	3800000	4800000	1000000	76141	0.076141	810393	0.810393	2319292	2.319292
CP002688.1	1	3900000	4900000	1000000	78167	0.078167	735571	0.735571	2329378	2.329378
CP002688.1	1	4000000	5000000	1000000	75806	0.075806	701931	0.701931	2290080	2.29008
CP002688.1	1	4100000	5100000	1000000	83442	0.083442	751870	0.75187	2299565	2.299565
CP002688.1	1	4200000	5200000	1000000	73939	0.073939	711661	0.711661	2331315	2.331315
CP002688.1	1	4300000	5300000	1000000	57729	0.057729	690662	0.690662	2354137	2.354137
CP002688.1	1	4400000	5400000	1000000	72952	0.072952	692217	0.692217	2353849	2.353849
CP002688.1	1	4500000	5500000	1000000	56195	0.056195	633085	0.633085	2388730	2.38873
CP002688.1	1	4600000	5600000	1000000	60542	0.060542	578392	0.578392	2490010	2.49001
CP002688.1	1	4700000	5700000	1000000	59595	0.059595	544196	0.544196	2536141	2.536141
CP002688.1	1	4800000	5800000	1000000	65669	0.065669	470421	0.470421	2629152	2.629152
CP002688.1	1	4900000	5900000	1000000	81690	0.08169	447597	0.447597	2647605	2.647605
CP002688.1	1	5000000	6000000	1000000	91646	0.091646	399559	0.399559	2719598	2.719598
CP002688.1	1	5100000	6100000	1000000	95479	0.095479	308282	0.308282	2772359	2.772359
CP002688.1	1	5200000	6200000	1000000	96418	0.096418	264979	0.264979	2808005	2.808005
CP002688.1	1	5300000	6300000	1000000	97632	0.097632	213380	0.21338	2868619	2.868619
CP002688.1	1	5400000	6400000	1000000	82561	0.082561	150540	0.15054	2912368	2.912368
CP002688.1	1	5500000	6500000	1000000	101847	0.101847	127408	0.127408	2897324	2.897324
CP002688.1	1	5600000	6600000	1000000	106800	0.1068	107618	0.107618	2885948	2.885948
CP002688.1	1	5700000	6700000	1000000	97819	0.097819	98355	0.098355	2922204	2.922204
CP002688.1	1	5800000	6800000	1000000	101257	0.101257	89727	0.089727	2914670	2.91467
CP002688.1	1	5900000	6900000	1000000	92763	0.092763	76761	0.076761	2985234	2.985234
CP002688.1	1	6000000	7000000	1000000	97698	0.097698	60681	0.060681	3043583	3.043583
CP002688.1	1	6100000	7100000	1000000	78497	0.078497	58657	0.058657	3064265	3.064265
CP002688.1	1	6200000	7200000	1000000	77292	0.077292	40820	0.04082	3116191	3.116191
CP002688.1	1	6300000	7300000	1000000	82279	0.082279	28448	0.028448	3110559	3.110559
CP002688.1	1	6400000	7400000	1000000	89946	0.089946	30212	0.030212	3103502	3.103502
CP002688.1	1	6500000	7500000	1000000	74395	0.074395	29183	0.029183	3177053	3.177053
CP002688.1	1	6600000	7600000	1000000	65866	0.065866	15140	0.01514	3206077	3.206077
CP002688.1	1	6700000	7700000	1000000	67327	0.067327	14500	0.0145	3219610	3.21961
CP002688.1	1	6800000	7800000	1000000	58036	0.058036	10854	0.010854	3199106	3.199106
CP002688.1	1	6900000	7900000	1000000	52245	0.052245	10922	0.010922	3185589	3.185589
CP002688.1	1	7000000	8000000	1000000	31980	0.03198	10611	0.010611	3170612	3.170612
CP002688.1	1	7100000	8100000	1000000	31770	0.03177	6715	0.006715	3177899	3.177899
CP002688.1	1	7200000	8200000	1000000	32244	0.032244	6715	0.006715	3131838	3.131838
CP002688.1	1	7300000	8300000	1000000	26693	0.026693	6129	0.006129	3134719	3.134719
CP002688.1	1	7400000	8400000	1000000	24267	0.024267	4030	0.00403	3146795	3.146795
CP002688.1	1	7500000	8500000	1000000	21403	0.021403	4030	0.00403	3144797	3.144797
CP002688.1	1	7600000	8600000	1000000	25355	0.025355	3783	0.003783	3124576	3.124576
CP002688.1	1	7700000	8700000	1000000	28191	0.028191	3783	0.003783	3148319	3.148319
CP002688.1	1	7800000	8800000	1000000	25716	0.025716	4328	0.004328	3151129	3.151129
CP002688.1	1	7900000	8900000	1000000	25774	0.025774	4928	0.004928	3152772	3.152772
CP002688.1	1	8000000	9000000	1000000	32291	0.032291	5477	0.005477	3142187	3.142187
CP002688.1	1	8100000	9100000	1000000	40384	0.040384	5619	0.005619	3133420	3.13342
CP002688.1	1	8200000	9200000	1000000	47222	0.047222	15462	0.015462	3163744	3.163744
CP002688.1	1	8300000	9300000	1000000	53857	0.053857	17517	0.017517	3168605	3.168605
CP002688.1	1	8400000	9400000	1000000	63349	0.063349	18725	0.018725	3124466	3.124466
CP002688.1	1	8500000	9500000	1000000	71728	0.071728	18725	0.018725	3098696	3.098696
CP002688.1	1	8600000	9600000	1000000	71694	0.071694	20489	0.020489	3134083	3.134083
CP002688.1	1	8700000	9700000	1000000	70598	0.070598	20489	0.020489	3118032	3.118032
CP002688.1	1	8800000	9800000	1000000	76141	0.076141	20564	0.020564	3138478	3.138478
CP002688.1	1	8900000	9900000	1000000	72790	0.07279	28163	0.028163	3106593	3.106593
CP002688.1	1	9000000	10000000	1000000	88789	0.088789	33675	0.033675	3038498	3.038498
CP002688.1	1	9100000	10100000	1000000	81591	0.081591	36344	0.036344	3009201	3.009201
CP002688.1	1	9200000	10200000	1000000	85009	0.085009	40666	0.040666	2918952	2.918952
CP002688.1	1	9300000	10300000	1000000	77724	0.077724	49255	0.049255	2885982	2.885982
CP002688.1	1	9400000	10400000	1000000	70316	0.070316	59124	0.059124	2925627	2.925627
CP002688.1	1	9500000	10500000	1000000	72873	0.072873	64556	0.064556	2906376	2.906376
CP002688.1	1	9600000	10600000	1000000	73634	0.073634	77170	0.07717	2742040	2.74204
CP002688.1	1	9700000	10700000	1000000	81188	0.081188	87680	0.08768	2644895	2.644895
CP002688.1	1	9800000	10800000	1000000	84200	0.0842	116743	0.116743	2592700	2.5927
CP002688.1	1	9900000	10900000	1000000	86901	0.086901	118403	0.118403	2582654	2.582654
CP002688.1	1	10000000	11000000	1000000	76653	0.076653	120460	0.12046	2573751	2.573751
CP002688.1	1	10100000	11100000	1000000	82783	0.082783	178668	0.178668	2487234	2.487234
CP002688.1	1	10200000	11200000	1000000	89437	0.089437	231966	0.231966	2457271	2.457271
CP002688.1	1	10300000	11300000	1000000	91285	0.091285	245309	0.245309	2420849	2.420849
CP002688.1	1	10400000	11400000	1000000	109714	0.109714	317956	0.317956	2304254	2.304254
CP002688.1	1	10500000	11500000	1000000	112033	0.112033	384661	0.384661	2254573	2.254573
CP002688.1	1	10600000	11600000	1000000	111574	0.111574	430963	0.430963	2287199	2.287199
CP002688.1	1	10700000	11700000	1000000	130238	0.130238	468906	0.468906	2236036	2.236036
CP002688.1	1	10800000	11800000	1000000	129104	0.129104	488045	0.488045	2186197	2.186197
CP002688.1	1	10900000	11900000	1000000	125610	0.12561	549236	0.549236	2103042	2.103042
CP002688.1	1	11000000	12000000	1000000	114219	0.114219	601308	0.601308	2079379	2.079379
CP002688.1	1	11100000	12100000	1000000	116186	0.116186	616925	0.616925	2079666	2.079666
CP002688.1	1	11200000	12200000	1000000	109153	0.109153	639178	0.639178	2067424	2.067424
CP002688.1	1	11300000	12300000	1000000	115765	0.115765	732465	0.732465	1990380	1.99038
CP002688.1	1	11400000	12400000	1000000	92988	0.092988	724544	0.724544	1972173	1.972173
CP002688.1	1	11500000	12500000	1000000	86536	0.086536	736206	0.736206	1933100	1.9331
CP002688.1	1	11600000	12600000	1000000	100473	0.100473	745613	0.745613	1939637	1.939637
CP002688.1	1	11700000	12700000	1000000	85394	0.085394	763914	0.763914	1966673	1.966673
CP002688.1	1	11800000	12800000	1000000	86562	0.086562	815293	0.815293	1933634	1.933634
CP002688.1	1	11900000	12900000	1000000	91521	0.091521	780001	0.780001	1903791	1.903791
CP002688.1	1	12000000	13000000	1000000	93854	0.093854	805323	0.805323	1894491	1.894491
CP002688.1	1	12100000	13100000	1000000	93995	0.093995	807462	0.807462	1891893	1.891893
CP002688.1	1	12200000	13200000	1000000	98845	0.098845	807416	0.807416	1887456	1.887456
CP002688.1	1	12300000	13300000	1000000	102890	0.10289	727683	0.727683	1877383	1.877383
CP002688.1	1	12400000	13400000	1000000	119687	0.119687	707762	0.707762	1890104	1.890104
CP002688.1	1	12500000	13500000	1000000	120780	0.12078	679932	0.679932	1920340	1.92034
CP002688.1	1	12600000	13600000	1000000	112355	0.112355	664598	0.664598	1929587	1.929587
CP002688.1	1	12700000	13700000	1000000	107187	0.107187	691440	0.69144	1900006	1.900006
CP002688.1	1	12800000	13800000	1000000	103613	0.103613	642054	0.642054	1907100	1.9071
CP002688.1	1	12900000	13900000	1000000	102602	0.102602	681324	0.681324	1951199	1.951199
CP002688.1	1	13000000	14000000	1000000	118935	0.118935	699024	0.699024	1938897	1.938897
CP002688.1	1	13100000	14100000	1000000	114978	0.114978	689953	0.689953	1956812	1.956812
CP002688.1	1	13200000	14200000	1000000	111082	0.111082	663483	0.663483	1952717	1.952717
CP002688.1	1	13300000	14300000	1000000	108759	0.108759	722742	0.722742	1996172	1.996172
CP002688.1	1	13400000	14400000	1000000	93781	0.093781	754904	0.754904	1969799	1.969799
CP002688.1	1	13500000	14500000	1000000	95335	0.095335	832276	0.832276	1933257	1.933257
CP002688.1	1	13600000	14600000	1000000	85368	0.085368	833078	0.833078	1895395	1.895395
CP002688.1	1	13700000	14700000	1000000	86568	0.086568	757223	0.757223	1882685	1.882685
CP002688.1	1	13800000	14800000	1000000	82307	0.082307	732651	0.732651	1922792	1.922792
CP002688.1	1	13900000	14900000	1000000	88655	0.088655	745176	0.745176	1905463	1.905463
CP002688.1	1	14000000	15000000	1000000	81936	0.081936	668861	0.668861	1941679	1.941679
CP002688.1	1	14100000	15100000	1000000	78127	0.078127	654830	0.65483	1933991	1.933991
CP002688.1	1	14200000	15200000	1000000	72768	0.072768	664407	0.664407	1940240	1.94024
CP002688.1	1	14300000	15300000	1000000	63285	0.063285	609004	0.609004	1970961	1.970961
CP002688.1	1	14400000	15400000	1000000	68522	0.068522	560119	0.560119	2010286	2.010286
CP002688.1	1	14500000	15500000	1000000	58046	0.058046	531025	0.531025	2036398	2.036398
CP002688.1	1	14600000	15600000	1000000	75068	0.075068	577565	0.577565	2069249	2.069249
CP002688.1	1	14700000	15700000	1000000	94900	0.0949	593532	0.593532	2109909	2.109909
CP002688.1	1	14800000	15800000	1000000	105371	0.105371	620953	0.620953	2127081	2.127081
CP002688.1	1	14900000	15900000	1000000	103608	0.103608	589221	0.589221	2177254	2.177254
CP002688.1	1	15000000	16000000	1000000	104166	0.104166	564348	0.564348	2204838	2.204838
CP002688.1	1	15100000	16100000	1000000	111879	0.111879	534349	0.534349	2271733	2.271733
CP002688.1	1	15200000	16200000	1000000	119497	0.119497	474991	0.474991	2360961	2.360961
CP002688.1	1	15300000	16300000	1000000	119775	0.119775	438699	0.438699	2401161	2.401161
CP002688.1	1	15400000	16400000	1000000	115167	0.115167	425466	0.425466	2473001	2.473001
CP002688.1	1	15500000	16500000	1000000	118131	0.118131	325177	0.325177	2569659	2.569659
CP002688.1	1	15600000	16600000	1000000	118358	0.118358	236323	0.236323	2588925	2.588925
CP002688.1	1	15700000	16700000	1000000	107625	0.107625	218650	0.21865	2657279	2.657279
CP002688.1	1	15800000	16800000	1000000	97242	0.097242	166228	0.166228	2711728	2.711728
CP002688.1	1	15900000	16900000	1000000	95839	0.095839	110167	0.110167	2782254	2.782254
CP002688.1	1	16000000	17000000	1000000	88099	0.088099	108524	0.108524	2841464	2.841464
CP002688.1	1	16100000	17100000	1000000	97726	0.097726	83498	0.083498	2866457	2.866457
CP002688.1	1	16200000	17200000	1000000	84541	0.084541	71012	0.071012	2915166	2.915166
CP002688.1	1	16300000	17300000	1000000	91306	0.091306	72249	0.072249	2919477	2.919477
CP002688.1	1	16400000	17400000	1000000	95592	0.095592	49335	0.049335	2969200	2.9692
CP002688.1	1	16500000	17500000	1000000	95587	0.095587	49456	0.049456	2933944	2.933944
CP002688.1	1	16600000	17600000	1000000	85149	0.085149	33880	0.03388	3011689	3.011689
CP002688.1	1	16700000	17700000	1000000	75547	0.075547	17845	0.017845	3045393	3.045393
CP002688.1	1	16800000	17800000	1000000	79509	0.079509	17764	0.017764	3068234	3.068234
CP002688.1	1	16900000	17900000	1000000	71132	0.071132	18945	0.018945	3103574	3.103574
CP002688.1	1	17000000	18000000	1000000	72205	0.072205	18578	0.018578	3160905	3.160905
CP002688.1	1	17100000	18100000	1000000	62926	0.062926	17581	0.017581	3224828	3.224828
CP002688.1	1	17200000	18200000	1000000	67185	0.067185	16648	0.016648	3245395	3.245395
CP002688.1	1	17300000	18300000	1000000	64769	0.064769	12171	0.012171	3318293	3.318293
CP002688.1	1	17400000	18400000	1000000	55067	0.055067	9532	0.009532	3343582	3.343582
CP002688.1	1	17500000	18500000	1000000	56898	0.056898	5453	0.005453	3406520	3.40652
CP002688.1	1	17600000	18600000	1000000	48924	0.048924	4700	0.0047	3416276	3.416276
CP002688.1	1	17700000	18700000	1000000	37774	0.037774	5030	0.00503	3361394	3.361394
CP002688.1	1	17800000	18800000	1000000	42862	0.042862	3869	0.003869	3303985	3.303985
CP002688.1	1	17900000	18900000	1000000	48431	0.048431	4299	0.004299	3226456	3.226456
CP002688.1	1	18000000	19000000	1000000	48008	0.048008	8235	0.008235	3111961	3.111961
CP002688.1	1	18100000	19100000	1000000	38424	0.038424	8235	0.008235	3026340	3.02634
CP002688.1	1	18200000	19200000	1000000	33682	0.033682	8987	0.008987	2943735	2.943735
CP002688.1	1	18300000	19300000	1000000	29953	0.029953	7122	0.007122	2875871	2.875871
CP002688.1	1	18400000	19400000	1000000	29394	0.029394	6749	0.006749	2823926	2.823926
CP002688.1	1	18500000	19500000	1000000	29215	0.029215	6749	0.006749	2718377	2.718377
CP002688.1	1	18600000	19600000	1000000	29685	0.029685	6949	0.006949	2680872	2.680872
CP002688.1	1	18700000	19700000	1000000	29901	0.029901	6879	0.006879	2704512	2.704512
CP002688.1	1	18800000	19800000	1000000	19705	0.019705	9515	0.009515	2640804	2.640804
CP002688.1	1	18900000	19900000	1000000	13784	0.013784	7904	0.007904	2579835	2.579835
CP002688.1	1	19000000	20000000	1000000	7592	0.007592	3848	0.003848	2552001	2.552001
CP002688.1	1	19100000	20100000	1000000	11503	0.011503	3935	0.003935	2475707	2.475707
CP002688.1	1	19200000	20200000	1000000	11503	0.011503	3402	0.003402	2410446	2.410446
CP002688.1	1	19300000	20300000	1000000	10218	0.010218	3402	0.003402	2354929	2.354929
CP002688.1	1	19400000	20400000	1000000	10320	0.01032	10049	0.010049	2277831	2.277831
CP002688.1	1	19500000	20500000	1000000	6412	0.006412	12380	0.01238	2234976	2.234976
CP002688.1	1	19600000	20600000	1000000	7019	0.007019	12180	0.01218	2141483	2.141483
CP002688.1	1	19700000	20700000	1000000	7081	0.007081	11920	0.01192	2037038	2.037038
CP002688.1	1	19800000	20800000	1000000	7081	0.007081	9284	0.009284	2051246	2.051246
CP002688.1	1	19900000	20900000	1000000	7572	0.007572	9533	0.009533	2087212	2.087212
CP002688.1	1	20000000	21000000	1000000	7472	0.007472	9533	0.009533	2094233	2.094233
CP002688.1	1	20100000	21100000	1000000	3677	0.003677	9576	0.009576	2100449	2.100449
CP002688.1	1	20200000	21200000	1000000	4013	0.004013	9471	0.009471	2080473	2.080473
CP002688.1	1	20300000	21300000	1000000	8851	0.008851	9471	0.009471	2048527	2.048527
CP002688.1	1	20400000	21400000	1000000	13889	0.013889	2940	0.00294	2023915	2.023915
CP002688.1	1	20500000	21500000	1000000	13390	0.01339	609	0.000609	2027928	2.027928
CP002688.1	1	20600000	21600000	1000000	18574	0.018574	1229	0.001229	2031448	2.031448
CP002688.1	1	20700000	21700000	1000000	18705	0.018705	1229	0.001229	2033063	2.033063
CP002688.1	1	20800000	21800000	1000000	25662	0.025662	1229	0.001229	2026513	2.026513
CP002688.1	1	20900000	21900000	1000000	31810	0.03181	1292	0.001292	1987236	1.987236
CP002688.1	1	21000000	22000000	1000000	31810	0.03181	1292	0.001292	1954767	1.954767
CP002688.1	1	21100000	22100000	1000000	39137	0.039137	1162	0.001162	1942323	1.942323
CP002688.1	1	21200000	22200000	1000000	43488	0.043488	1343	0.001343	1918300	1.9183
CP002688.1	1	21300000	22300000	1000000	41848	0.041848	2236	0.002236	1921242	1.921242
CP002688.1	1	21400000	22400000	1000000	42988	0.042988	2120	0.00212	1933427	1.933427
CP002688.1	1	21500000	22500000	1000000	42290	0.04229	2120	0.00212	1957989	1.957989
CP002688.1	1	21600000	22600000	1000000	40716	0.040716	10529	0.010529	1965136	1.965136
CP002688.1	1	21700000	22700000	1000000	47741	0.047741	10756	0.010756	1992099	1.992099
CP002688.1	1	21800000	22800000	1000000	40931	0.040931	10756	0.010756	1988281	1.988281
CP002688.1	1	21900000	22900000	1000000	34292	0.034292	10444	0.010444	1974738	1.974738
CP002688.1	1	22000000	23000000	1000000	40925	0.040925	10444	0.010444	1966699	1.966699
CP002688.1	1	22100000	23100000	1000000	33378	0.033378	10444	0.010444	1966612	1.966612
CP002688.1	1	22200000	23200000	1000000	42686	0.042686	17160	0.01716	1963094	1.963094
CP002688.1	1	22300000	23300000	1000000	39534	0.039534	16267	0.016267	1956570	1.95657
CP002688.1	1	22400000	23400000	1000000	33579	0.033579	16267	0.016267	1952039	1.952039
CP002688.1	1	22500000	23500000	1000000	33579	0.033579	16267	0.016267	1937092	1.937092
CP002688.1	1	22600000	23600000	1000000	28892	0.028892	7238	0.007238	1898018	1.898018
CP002688.1	1	22700000	23700000	1000000	21634	0.021634	7011	0.007011	1836924	1.836924
CP002688.1	1	22800000	23800000	1000000	21487	0.021487	7011	0.007011	1778892	1.778892
CP002688.1	1	22900000	23900000	1000000	21601	0.021601	7321	0.007321	1731968	1.731968
CP002688.1	1	23000000	24000000	1000000	15120	0.01512	9726	0.009726	1672404	1.672404
CP002688.1	1	23100000	24100000	1000000	15300	0.0153	9726	0.009726	1619205	1.619205
CP002688.1	1	23200000	24200000	1000000	1305	0.001305	2715	0.002715	1610757	1.610757
CP002688.1	1	23300000	24300000	1000000	1733	0.001733	2715	0.002715	1573600	1.5736
CP002688.1	1	23400000	24400000	1000000	1580	0.00158	2715	0.002715	1504752	1.504752
CP002688.1	1	23500000	24500000	1000000	1899	0.001899	2819	0.002819	1414277	1.414277
CP002688.1	1	23600000	24600000	1000000	1899	0.001899	2819	0.002819	1383988	1.383988
CP002688.1	1	23700000	24700000	1000000	1723	0.001723	2819	0.002819	1355600	1.3556
CP002688.1	1	23800000	24800000	1000000	1723	0.001723	2819	0.002819	1336314	1.336314
CP002688.1	1	23900000	24900000	1000000	1609	0.001609	2509	0.002509	1350167	1.350167
CP002688.1	1	24000000	25000000	1000000	1820	0.00182	104	0.000104	1355143	1.355143
CP002688.1	1	24100000	25100000	1000000	1640	0.00164	104	0.000104	1340572	1.340572
CP002688.1	1	24200000	25200000	1000000	1640	0.00164	104	0.000104	1318804	1.318804
CP002688.1	1	24300000	25300000	1000000	1049	0.001049	104	0.000104	1311890	1.31189
CP002688.1	1	24400000	25400000	1000000	877	0.000877	104	0.000104	1326594	1.326594
CP002688.1	1	24500000	25500000	1000000	558	0.000558	0	0.0	1362624	1.362624
CP002688.1	1	24600000	25600000	1000000	558	0.000558	349	0.000349	1368715	1.368715
CP002688.1	1	24700000	25700000	1000000	558	0.000558	349	0.000349	1370151	1.370151
CP002688.1	1	24800000	25800000	1000000	933	0.000933	349	0.000349	1382203	1.382203
CP002688.1	1	24900000	25900000	1000000	933	0.000933	349	0.000349	1356602	1.356602
CP002688.1	1	25000000	26000000	1000000	570	0.00057	349	0.000349	1373306	1.373306
CP002688.1	1	25100000	26100000	1000000	570	0.00057	349	0.000349	1382355	1.382355
CP002688.1	1	25200000	26200000	1000000	570	0.00057	571	0.000571	1376443	1.376443
CP002688.1	1	25300000	26300000	1000000	1794	0.001794	571	0.000571	1355078	1.355078
CP002688.1	1	25400000	26400000	1000000	6856	0.006856	571	0.000571	1345552	1.345552
CP002688.1	1	25500000	26500000	1000000	7262	0.007262	571	0.000571	1346452	1.346452
CP002688.1	1	25600000	26600000	1000000	7262	0.007262	222	0.000222	1345425	1.345425
CP002688.1	1	25700000	26700000	1000000	7262	0.007262	222	0.000222	1356530	1.35653
CP002688.1	1	25800000	26800000	1000000	6887	0.006887	222	0.000222	1345521	1.345521
CP002688.1	1	25900000	26900000	1000000	6887	0.006887	222	0.000222	1376731	1.376731
CP002688.1	1	26000000	26975502	975502	6887	0.007059954772004568	222	0.00022757513567373517	1335787	1.3693329178207734
CP002688.1	1	26100000	26975502	875502	6887	0.007866344108865542	222	0.0002535688096657689	1199880	1.3705051501881207
CP002688.1	1	26200000	26975502	775502	6887	0.00888069921160745	0	0.0	1071947	1.3822620702461115
CP002688.1	1	26300000	26975502	675502	5468	0.008094720667000246	0	0.0	949400	1.4054732628474824
CP002688.1	1	26400000	26975502	575502	406	0.0007054710496227642	0	0.0	818591	1.4223947093146505
CP002688.1	1	26500000	26975502	475502	0	0.0	0	0.0	665383	1.3993274476237745
CP002688.1	1	26600000	26975502	375502	0	0.0	0	0.0	521421	1.3885971313068906
CP002688.1	1	26700000	26975502	275502	0	0.0	0	0.0	391095	1.4195722717076464
CP002688.1	1	26800000	26975502	175502	0	0.0	0	0.0	266359	1.5176978040136295
CP002688.1	1	26900000	26975502	75502	0	0.0	0	0.0	112000	1.483404413128129
