seqid	ann1_start	ann1_end	ann1_score	ann1_name	ann1_class	ann2_start	ann2_end	ann2_score	ann2_name	ann2_class	overlap_start	overlap_end	overlap_length
CP002687.1	4567162	4567390	1057	TIR_69	DNA/CMC-EnSpm	4567373	4568776	3514	TIR_69	DNA/CMC-EnSpm	4567373	4567390	18
CP002687.1	4592847	4593865	2338	Denovo_Non_LTR_6	LINE/L1	4593862	4594131	359	Homology_Non_LTR_13	LINE/L1	4593862	4593865	4
CP002687.1	4599354	4599502	426	LTR_206-int	LTR/Gypsy	4599373	4601728	13886	LTR_172-int	LTR/Gypsy	4599373	4599502	130
CP002687.1	4601733	4602517	3270	LTR_172-int	LTR/Gypsy	4602515	4603767	8836	LTR_144-LTR	LTR/Gypsy	4602515	4602517	3
CP002687.1	4627967	4628207	357	LTR_73-LTR	Unknown	4627977	4628212	1553	LTR_8-LTR	LTR/Copia	4627977	4628207	231
CP002687.1	4630560	4631852	1642	LTR_163-int	LTR/Copia	4630731	4631904	2059	LTR_250-int	LTR/Copia	4630731	4631852	1122
CP002687.1	4645310	4645970	4608	LTR_99-LTR	LTR/Gypsy	4645966	4648162	17708	LTR_184-int	LTR/Gypsy	4645966	4645970	5
CP002687.1	4645966	4648162	17708	LTR_184-int	LTR/Gypsy	4648156	4648818	4505	LTR_99-LTR	LTR/Gypsy	4648156	4648162	7
CP002687.1	4653259	4653732	306	LTR_235-int	LTR/Copia	4653453	4653984	563	LTR_240-int	LTR/Copia	4653453	4653732	280
CP002687.1	4657369	4657554	447	TIR_84	DNA/MULE	4657370	4657605	498	TIR_75	DNA/MULE	4657370	4657554	185
CP002687.1	4657370	4657605	498	TIR_75	DNA/MULE	4657575	4657713	465	TIR_84	DNA/MULE	4657575	4657605	31
CP002687.1	4665894	4666725	3481	TIR_63	DNA/hAT	4666634	4667111	471	TIR_82	DNA/hAT	4666634	4666725	92
CP002687.1	4666634	4667111	471	TIR_82	DNA/hAT	4666802	4667426	1760	TIR_63	DNA/hAT	4666802	4667111	310
CP002687.1	4674562	4674915	541	LTR_234-int	LTR/Gypsy	4674568	4675056	364	LTR_223-int	LTR/Gypsy	4674568	4674915	348
CP002687.1	4677142	4678300	8166	LTR_99-LTR	LTR/Gypsy	4678264	4679120	6567	LTR_184-int	LTR/Gypsy	4678264	4678300	37
CP002687.1	4678264	4679120	6567	LTR_184-int	LTR/Gypsy	4679116	4682601	27306	LTR_183-int	LTR/Gypsy	4679116	4679120	5
CP002687.1	4679116	4682601	27306	LTR_183-int	LTR/Gypsy	4682455	4683035	3134	LTR_184-int	LTR/Gypsy	4682455	4682601	147
CP002687.1	4682455	4683035	3134	LTR_184-int	LTR/Gypsy	4683034	4684195	7928	LTR_99-LTR	LTR/Gypsy	4683034	4683035	2
CP002687.1	4697990	4698822	3148	TIR_63	DNA/hAT	4698731	4699159	358	TIR_82	DNA/hAT	4698731	4698822	92
CP002687.1	4698731	4699159	358	TIR_82	DNA/hAT	4698898	4699523	1596	TIR_63	DNA/hAT	4698898	4699159	262
CP002687.1	4707303	4707502	875	LTR_145-int	LTR/Gypsy	4707473	4709340	12883	LTR_211-int	LTR/Gypsy	4707473	4707502	30
CP002687.1	4734019	4734865	3496	LTR_153-int	LTR/Gypsy	4734863	4735922	4433	LTR_153-int	LTR/Gypsy	4734863	4734865	3
CP002687.1	4742490	4743455	4164	LTR_153-int	LTR/Gypsy	4742570	4744295	3339	LTR_215-int	LTR/Gypsy	4742570	4743455	886
CP002687.1	4742570	4744295	3339	LTR_215-int	LTR/Gypsy	4743498	4746618	13967	LTR_153-int	LTR/Gypsy	4743498	4744295	798
CP002687.1	4762745	4763028	579	LTR_20-LTR	LTR/Gypsy	4762834	4763051	590	LTR_113-LTR	LTR/Gypsy	4762834	4763028	195
CP002687.1	4762834	4763051	590	LTR_113-LTR	LTR/Gypsy	4763051	4763184	456	LTR_145-int	LTR/Gypsy	4763051	4763051	1
CP002687.1	4764571	4768076	10732	LTR_210-int	LTR/Gypsy	4765744	4768681	11375	LTR_146-int	LTR/Gypsy	4765744	4768076	2333
CP002687.1	4768682	4769182	3537	LTR_113-LTR	LTR/Gypsy	4768923	4769430	2741	LTR_20-LTR	LTR/Gypsy	4768923	4769182	260
CP002687.1	4768923	4769430	2741	LTR_20-LTR	LTR/Gypsy	4769427	4770436	8321	LTR_113-LTR	LTR/Gypsy	4769427	4769430	4
CP002687.1	4853948	4855411	6997	LTR_171-int	LTR/Gypsy	4855396	4855786	2411	LTR_171-int	LTR/Gypsy	4855396	4855411	16
CP002687.1	4871022	4871133	264	TIR_112	DNA/hAT	4871064	4871187	249	Helitron_16	RC/Helitron	4871064	4871133	70
CP002687.1	4879001	4879720	4028	Homology_Non_LTR_0	LINE/L1	4879706	4879971	574	Homology_Non_LTR_7	LINE/L1	4879706	4879720	15
CP002687.1	4904723	4904890	801	TIR_2	Unknown	4904751	4904944	310	Helitron_23	RC/Helitron	4904751	4904890	140
CP002687.1	4906384	4906684	350	TIR_11	Unknown	4906528	4906692	358	Helitron_34	RC/Helitron	4906528	4906684	157
CP002687.1	4940158	4940632	3256	LTR_144-LTR	LTR/Gypsy	4940632	4940764	652	LTR_171-int	LTR/Gypsy	4940632	4940632	1
CP002687.1	4941210	4942270	6034	LTR_171-int	LTR/Gypsy	4942270	4943618	5586	LTR_171-int	LTR/Gypsy	4942270	4942270	1
CP002687.1	4951139	4951398	517	LTR_49-LTR	LTR/Gypsy	4951392	4952405	5141	LTR_171-int	LTR/Gypsy	4951392	4951398	7
CP002687.1	4954938	4955163	754	Helitron_16	RC/Helitron	4955018	4955164	791	TIR_3	Unknown	4955018	4955163	146
CP002687.1	4982992	4984461	1938	TIR_110	DNA/CMC-EnSpm	4984458	4985259	4234	TIR_110	DNA/CMC-EnSpm	4984458	4984461	4
CP002687.1	4985261	4985444	545	TIR_100	DNA/MULE	4985444	4985657	771	TIR_100	DNA/MULE	4985444	4985444	1
CP002687.1	5005913	5006647	832	LTR_154-int	LTR/Gypsy	5006017	5008416	7063	LTR_153-int	LTR/Gypsy	5006017	5006647	631
CP002687.1	5008417	5009513	3506	LTR_83-LTR	LTR/Gypsy	5008643	5010148	6244	LTR_20-LTR	LTR/Gypsy	5008643	5009513	871
CP002687.1	5016267	5017183	5671	LTR_28-LTR	LTR/Gypsy	5016268	5017384	3734	LTR_134-LTR	LTR/Gypsy	5016268	5017183	916
CP002687.1	5016268	5017384	3734	LTR_134-LTR	LTR/Gypsy	5017218	5017502	1486	LTR_28-LTR	LTR/Gypsy	5017218	5017384	167
CP002687.1	5022243	5023156	5698	LTR_28-LTR	LTR/Gypsy	5023151	5023458	1602	LTR_28-LTR	LTR/Gypsy	5023151	5023156	6
CP002687.1	5023151	5023458	1602	LTR_28-LTR	LTR/Gypsy	5023453	5024317	6333	LTR_184-int	LTR/Gypsy	5023453	5023458	6
CP002687.1	5023453	5024317	6333	LTR_184-int	LTR/Gypsy	5024311	5026545	15912	LTR_183-int	LTR/Gypsy	5024311	5024317	7
CP002687.1	5030473	5031177	1319	LTR_49-LTR	LTR/Gypsy	5030928	5031322	573	LTR_96-LTR	LTR/Gypsy	5030928	5031177	250
CP002687.1	5038533	5038835	594	LTR_96-LTR	LTR/Gypsy	5038647	5038839	633	LTR_49-LTR	LTR/Gypsy	5038647	5038835	189
CP002687.1	5038533	5038835	594	LTR_96-LTR	LTR/Gypsy	5038819	5039017	534	LTR_96-LTR	LTR/Gypsy	5038819	5038835	17
CP002687.1	5038647	5038839	633	LTR_49-LTR	LTR/Gypsy	5038819	5039017	534	LTR_96-LTR	LTR/Gypsy	5038819	5038839	21
CP002687.1	5045334	5045970	4051	LTR_148-int	LTR/Gypsy	5045968	5046489	3083	LTR_148-int	LTR/Gypsy	5045968	5045970	3
CP002687.1	5054143	5054708	4582	LTR_13-LTR	LTR/Gypsy	5054687	5056205	4429	LTR_189-int	LTR/Gypsy	5054687	5054708	22
CP002687.1	5056206	5057116	7630	LTR_13-LTR	LTR/Gypsy	5057112	5057556	3521	LTR_13-LTR	LTR/Gypsy	5057112	5057116	5
CP002687.1	5057112	5057556	3521	LTR_13-LTR	LTR/Gypsy	5057535	5057650	765	LTR_189-int	LTR/Gypsy	5057535	5057556	22
CP002687.1	5057535	5057650	765	LTR_189-int	LTR/Gypsy	5057644	5058794	9050	LTR_85-LTR	LTR/Gypsy	5057644	5057650	7
CP002687.1	5057644	5058794	9050	LTR_85-LTR	LTR/Gypsy	5058644	5058818	1250	LTR_98-LTR	LTR/Gypsy	5058644	5058794	151
CP002687.1	5058644	5058818	1250	LTR_98-LTR	LTR/Gypsy	5058816	5063497	37212	LTR_205-int	LTR/Gypsy	5058816	5058818	3
CP002687.1	5071369	5071671	19336	LTR_215-int	LTR/Gypsy	5071408	5072720	9432	LTR_216-int	LTR/Gypsy	5071408	5071671	264
CP002687.1	5071369	5071671	19336	LTR_215-int	LTR/Gypsy	5071653	5073049	10533	LTR_215-int	LTR/Gypsy	5071653	5071671	19
CP002687.1	5071408	5072720	9432	LTR_216-int	LTR/Gypsy	5071653	5073049	10533	LTR_215-int	LTR/Gypsy	5071653	5072720	1068
CP002687.1	5071653	5073049	10533	LTR_215-int	LTR/Gypsy	5072740	5073711	6347	LTR_216-int	LTR/Gypsy	5072740	5073049	310
CP002687.1	5128258	5133017	39410	LTR_183-int	LTR/Gypsy	5133013	5133996	7940	LTR_184-int	LTR/Gypsy	5133013	5133017	5
CP002687.1	5133013	5133996	7940	LTR_184-int	LTR/Gypsy	5133995	5135152	9684	LTR_99-LTR	LTR/Gypsy	5133995	5133996	2
CP002687.1	5138559	5139925	5020	TIR_71	DNA/PIF-Harbinger	5139568	5140009	503	TIR_101	DNA/TcMar	5139568	5139925	358
CP002687.1	5166547	5166654	508	Homology_Non_LTR_0	LINE/L1	5166651	5166779	492	Homology_Non_LTR_0	LINE/L1	5166651	5166654	4
CP002687.1	5202412	5202552	518	TIR_58	DNA/MULE	5202540	5202648	425	TIR_43	DNA/MULE	5202540	5202552	13
CP002687.1	5206520	5206648	671	Homology_Non_LTR_9	LINE/L1	5206643	5210328	10437	Homology_Non_LTR_9	LINE/L1	5206643	5206648	6
CP002687.1	5224950	5225654	1172	LTR_49-LTR	LTR/Gypsy	5225400	5226114	838	LTR_96-LTR	LTR/Gypsy	5225400	5225654	255
CP002687.1	5227205	5227440	1786	TIR_105	DNA/hAT	5227440	5227959	3502	Helitron_37	RC/Helitron	5227440	5227440	1
CP002687.1	5274070	5274194	264	TIR_0	DNA/PIF-Harbinger	5274119	5274286	363	TIR_4	DNA/PIF-Harbinger	5274119	5274194	76
CP002687.1	5345807	5346522	2045	LTR_49-LTR	LTR/Gypsy	5346242	5346633	1053	LTR_96-LTR	LTR/Gypsy	5346242	5346522	281
CP002687.1	5354477	5354763	1934	Helitron_17	RC/Helitron	5354758	5355722	2841	Helitron_17	RC/Helitron	5354758	5354763	6
CP002687.1	5359705	5359838	1105	TIR_8	DNA/TcMar	5359825	5360253	3111	TIR_8	DNA/TcMar	5359825	5359838	14
CP002687.1	5432563	5433111	4139	TIR_8	DNA/TcMar	5433094	5433197	782	Helitron_10	RC/Helitron	5433094	5433111	18
CP002687.1	5433226	5433364	629	Helitron_10	RC/Helitron	5433315	5433510	775	TIR_8	DNA/TcMar	5433315	5433364	50
CP002687.1	5548908	5549183	759	TIR_70	DNA/MULE	5549171	5549325	400	TIR_103	DNA/MULE	5549171	5549183	13
CP002687.1	5558013	5558423	295	TIR_10	Unknown	5558045	5558151	1030	TIR_13	DNA/PIF-Harbinger	5558045	5558151	107
CP002687.1	5558013	5558423	295	TIR_10	Unknown	5558152	5558602	264	TIR_97	DNA/hAT	5558152	5558423	272
CP002687.1	5561769	5562023	1637	TIR_28	DNA/PIF-Harbinger	5562003	5562475	2943	TIR_28	DNA/PIF-Harbinger	5562003	5562023	21
CP002687.1	5583589	5584563	8483	LTR_189-int	LTR/Gypsy	5584542	5586563	18035	LTR_13-LTR	LTR/Gypsy	5584542	5584563	22
CP002687.1	5613270	5613458	252	TIR_10	Unknown	5613303	5613463	288	TIR_13	DNA/PIF-Harbinger	5613303	5613458	156
CP002687.1	5621794	5622629	1800	Homology_Non_LTR_1	LINE/L1	5621809	5623001	1211	LTR_202-int	LTR/Gypsy	5621809	5622629	821
CP002687.1	5662176	5662557	535	LTR_49-LTR	LTR/Gypsy	5662505	5662889	1119	LTR_96-LTR	LTR/Gypsy	5662505	5662557	53
CP002687.1	5662505	5662889	1119	LTR_96-LTR	LTR/Gypsy	5662642	5663374	2331	LTR_49-LTR	LTR/Gypsy	5662642	5662889	248
CP002687.1	5666653	5667031	512	LTR_49-LTR	LTR/Gypsy	5666979	5667385	1244	LTR_96-LTR	LTR/Gypsy	5666979	5667031	53
CP002687.1	5666979	5667385	1244	LTR_96-LTR	LTR/Gypsy	5667095	5667847	2237	LTR_49-LTR	LTR/Gypsy	5667095	5667385	291
CP002687.1	5674592	5675294	1087	TIR_2	Unknown	5675144	5675329	577	Helitron_7	RC/Helitron	5675144	5675294	151
CP002687.1	5674592	5675294	1087	TIR_2	Unknown	5675294	5675418	393	TIR_2	Unknown	5675294	5675294	1
CP002687.1	5675144	5675329	577	Helitron_7	RC/Helitron	5675294	5675418	393	TIR_2	Unknown	5675294	5675329	36
CP002687.1	5743658	5744472	5400	TIR_38	Unknown	5744067	5744760	4415	TIR_16	DNA/PIF-Harbinger	5744067	5744472	406
CP002687.1	5749343	5749446	298	LTR_201-int	LTR/Copia	5749358	5749505	420	LTR_218-int	LTR/Copia	5749358	5749446	89
CP002687.1	5762606	5762744	268	TIR_42	Unknown	5762645	5762754	270	TIR_32	DNA/Crypton	5762645	5762744	100
CP002687.1	5773070	5773241	1042	TIR_37	DNA/TcMar	5773238	5773343	340	TIR_64	DNA/TcMar	5773238	5773241	4
CP002687.1	5822561	5827165	42126	LTR_220-int	LTR/Copia	5827163	5827300	1237	LTR_58-LTR	LTR/Copia	5827163	5827165	3
CP002687.1	5865632	5865887	467	TIR_3	Unknown	5865828	5866018	449	Helitron_20	RC/Helitron	5865828	5865887	60
CP002687.1	5882939	5883194	467	TIR_3	Unknown	5883135	5883325	449	Helitron_20	RC/Helitron	5883135	5883194	60
CP002687.1	5914546	5915963	5384	LTR_264-int	LTR/Copia	5915939	5916606	2308	LTR_264-int	LTR/Copia	5915939	5915963	25
CP002687.1	5919538	5919792	485	TIR_3	Unknown	5919752	5919978	539	Helitron_20	RC/Helitron	5919752	5919792	41
CP002687.1	6067397	6067882	3806	LTR_1-LTR	LTR/Copia	6067881	6072092	37862	LTR_192-int	LTR/Copia	6067881	6067882	2
CP002687.1	6135912	6136099	580	TIR_11	Unknown	6135930	6136125	519	Helitron_19	RC/Helitron	6135930	6136099	170
CP002687.1	6140447	6140569	981	Helitron_0	RC/Helitron	6140569	6140945	2793	Helitron_0	RC/Helitron	6140569	6140569	1
CP002687.1	6158034	6158780	4182	TIR_11	Unknown	6158776	6159506	4868	Helitron_21	RC/Helitron	6158776	6158780	5
CP002687.1	6168038	6168361	1961	Helitron_35	RC/Helitron	6168356	6169228	6130	TIR_39	Unknown	6168356	6168361	6
CP002687.1	6171585	6171851	661	TIR_3	Unknown	6171831	6171978	487	Helitron_16	RC/Helitron	6171831	6171851	21
CP002687.1	6279023	6279610	4171	Helitron_7	RC/Helitron	6279608	6280046	2551	TIR_24	Unknown	6279608	6279610	3
CP002687.1	6339472	6340021	3598	TIR_17	Unknown	6340007	6340308	1704	Helitron_0	RC/Helitron	6340007	6340021	15
CP002687.1	6426618	6427215	4539	Helitron_10	RC/Helitron	6427096	6427230	662	LTR_15-LTR	LTR/Gypsy	6427096	6427215	120
CP002687.1	6490339	6490506	373	TIR_112	DNA/hAT	6490385	6490522	261	Helitron_16	RC/Helitron	6490385	6490506	122
CP002687.1	6529315	6530472	9692	LTR_99-LTR	LTR/Gypsy	6530436	6534619	36224	LTR_184-int	LTR/Gypsy	6530436	6530472	37
CP002687.1	6534621	6536003	11352	LTR_184-int	LTR/Gypsy	6536002	6537160	9699	LTR_99-LTR	LTR/Gypsy	6536002	6536003	2
CP002687.1	6589099	6589487	510	LTR_264-int	LTR/Copia	6589152	6591433	5368	LTR_270-int	LTR/Copia	6589152	6589487	336
CP002687.1	6910445	6910623	430	Helitron_20	RC/Helitron	6910485	6910654	368	TIR_3	Unknown	6910485	6910623	139
CP002687.1	6910485	6910654	368	TIR_3	Unknown	6910639	6910891	831	TIR_3	Unknown	6910639	6910654	16
CP002687.1	7032555	7034253	9665	Helitron_34	RC/Helitron	7034251	7034792	3663	TIR_17	Unknown	7034251	7034253	3
CP002687.1	7034251	7034792	3663	TIR_17	Unknown	7034792	7035103	2355	Helitron_37	RC/Helitron	7034792	7034792	1
CP002687.1	7101526	7102143	733	TIR_10	Unknown	7101713	7102219	909	TIR_10	Unknown	7101713	7102143	431
CP002687.1	7101526	7102143	733	TIR_10	Unknown	7101793	7102274	837	TIR_10	Unknown	7101793	7102143	351
CP002687.1	7101713	7102219	909	TIR_10	Unknown	7101793	7102274	837	TIR_10	Unknown	7101793	7102219	427
CP002687.1	7195503	7196168	1723	TIR_37	DNA/TcMar	7196076	7196220	267	TIR_39	Unknown	7196076	7196168	93
CP002687.1	7235160	7235308	687	TIR_3	Unknown	7235162	7235907	3973	Helitron_33	RC/Helitron	7235162	7235308	147
CP002687.1	7313379	7313515	786	TIR_41	DNA/MULE	7313506	7313671	393	TIR_70	DNA/MULE	7313506	7313515	10
CP002687.1	7572048	7572316	1019	TIR_39	Unknown	7572217	7572867	2553	TIR_9	Unknown	7572217	7572316	100
CP002687.1	7579108	7579557	2619	Helitron_7	RC/Helitron	7579552	7579859	713	TIR_3	Unknown	7579552	7579557	6
CP002687.1	7652565	7653127	3833	Helitron_10	RC/Helitron	7653119	7653253	297	TIR_2	Unknown	7653119	7653127	9
CP002687.1	7969890	7970054	401	TIR_85	DNA/MULE	7969936	7970056	420	TIR_85	DNA/MULE	7969936	7970054	119
CP002687.1	8587194	8587353	264	TIR_4	DNA/PIF-Harbinger	8587286	8587411	264	TIR_0	DNA/PIF-Harbinger	8587286	8587353	68
CP002687.1	8591264	8591488	524	LTR_73-LTR	Unknown	8591379	8591502	431	LTR_126-LTR	LTR/Copia	8591379	8591488	110
CP002687.1	9071873	9071988	343	LTR_264-int	LTR/Copia	9071887	9072884	2795	LTR_267-int	LTR/Copia	9071887	9071988	102
CP002687.1	9076602	9076717	343	LTR_264-int	LTR/Copia	9076616	9078479	4896	LTR_253-int	LTR/Copia	9076616	9076717	102
CP002687.1	9078969	9079344	2694	Helitron_0	RC/Helitron	9079344	9079500	1025	Helitron_0	RC/Helitron	9079344	9079344	1
CP002687.1	9146426	9146578	681	LTR_15-LTR	LTR/Gypsy	9146444	9147022	4042	Helitron_10	RC/Helitron	9146444	9146578	135
CP002687.1	9188718	9189209	3624	Helitron_10	RC/Helitron	9189203	9190198	6792	Helitron_19	RC/Helitron	9189203	9189209	7
CP002687.1	9189203	9190198	6792	Helitron_19	RC/Helitron	9190157	9190285	552	Helitron_10	RC/Helitron	9190157	9190198	42
CP002687.1	9508382	9511752	22430	LTR_202-int	LTR/Gypsy	9511749	9512986	7287	LTR_202-int	LTR/Gypsy	9511749	9511752	4
CP002687.1	9761895	9763034	4994	Helitron_37	RC/Helitron	9763032	9763813	5711	Helitron_14	RC/Helitron	9763032	9763034	3
CP002687.1	9794408	9795625	9652	TIR_43	DNA/MULE	9795617	9795860	1833	TIR_10	Unknown	9795617	9795625	9
CP002687.1	9840692	9841828	4863	Helitron_37	RC/Helitron	9841826	9842607	5671	Helitron_14	RC/Helitron	9841826	9841828	3
CP002687.1	10395349	10396119	5903	TIR_37	DNA/TcMar	10396118	10397384	9151	TIR_37	DNA/TcMar	10396118	10396119	2
CP002687.1	10530910	10531144	1171	LTR_8-LTR	LTR/Copia	10530915	10531175	392	LTR_73-LTR	Unknown	10530915	10531144	230
CP002687.1	10530910	10531144	1171	LTR_8-LTR	LTR/Copia	10530947	10531186	400	LTR_23-LTR	LTR/Copia	10530947	10531144	198
CP002687.1	10530915	10531175	392	LTR_73-LTR	Unknown	10530947	10531186	400	LTR_23-LTR	LTR/Copia	10530947	10531175	229
CP002687.1	10755043	10755989	7551	LTR_157-int	LTR/Copia	10755966	10756774	6900	LTR_157-int	LTR/Copia	10755966	10755989	24
CP002687.1	10757822	10757969	262	TIR_54	DNA/TcMar	10757845	10757997	396	TIR_15	DNA/TcMar	10757845	10757969	125
CP002687.1	10757822	10757969	262	TIR_54	DNA/TcMar	10757968	10758553	1256	TIR_54	DNA/TcMar	10757968	10757969	2
CP002687.1	10757845	10757997	396	TIR_15	DNA/TcMar	10757968	10758553	1256	TIR_54	DNA/TcMar	10757968	10757997	30
CP002687.1	10921016	10921130	432	LTR_1-LTR	LTR/Copia	10921129	10921346	519	LTR_1-LTR	LTR/Copia	10921129	10921130	2
CP002687.1	10923492	10923932	684	TIR_10	Unknown	10923579	10923958	723	TIR_16	DNA/PIF-Harbinger	10923579	10923932	354
CP002687.1	11040228	11041019	5038	LTR_260-int	LTR/Gypsy	11041013	11042316	9338	LTR_260-int	LTR/Gypsy	11041013	11041019	7
CP002687.1	11042317	11042608	1981	LTR_260-int	LTR/Gypsy	11042607	11042711	769	LTR_260-int	LTR/Gypsy	11042607	11042608	2
CP002687.1	11045871	11046245	3149	Homology_Non_LTR_1	LINE/L1	11046233	11046689	2768	LTR_260-int	LTR/Gypsy	11046233	11046245	13
CP002687.1	11122742	11122964	274	TIR_31	DNA/MULE	11122835	11122968	244	TIR_33	DNA/TcMar	11122835	11122964	130
CP002687.1	13418320	13419051	5642	TIR_16	DNA/PIF-Harbinger	13418729	13419358	4360	TIR_38	Unknown	13418729	13419051	323
CP002687.1	13536673	13537669	6887	Helitron_19	RC/Helitron	13537669	13537985	2386	Helitron_21	RC/Helitron	13537669	13537669	1
CP002687.1	15562777	15563196	2836	LTR_260-int	LTR/Gypsy	15563188	15563810	4275	LTR_260-int	LTR/Gypsy	15563188	15563196	9
CP002687.1	15563847	15564459	4360	LTR_260-int	LTR/Gypsy	15564458	15564731	929	LTR_215-int	LTR/Gypsy	15564458	15564459	2
CP002687.1	15595864	15596417	3941	TIR_16	DNA/PIF-Harbinger	15596119	15596740	4901	TIR_38	Unknown	15596119	15596417	299
CP002687.1	15975143	15975307	595	TIR_39	Unknown	15975190	15975342	415	TIR_9	Unknown	15975190	15975307	118
CP002687.1	16556102	16556222	538	TIR_73	DNA/PIF-Harbinger	16556116	16556410	241	TIR_101	DNA/TcMar	16556116	16556222	107
CP002687.1	18251261	18251413	299	TIR_3	Unknown	18251282	18251482	1389	Helitron_16	RC/Helitron	18251282	18251413	132
CP002688.1	348090	348367	1968	TIR_3	Unknown	348225	348386	369	Helitron_20	RC/Helitron	348225	348367	143
CP002688.1	743914	744888	5111	TIR_38	Unknown	744364	745154	5283	TIR_16	DNA/PIF-Harbinger	744364	744888	525
CP002688.1	1181152	1181348	320	TIR_3	Unknown	1181185	1181400	1112	Helitron_20	RC/Helitron	1181185	1181348	164
CP002688.1	1687245	1687369	236	TIR_0	DNA/PIF-Harbinger	1687302	1687491	306	TIR_4	DNA/PIF-Harbinger	1687302	1687369	68
CP002688.1	2105887	2107449	2063	Homology_Non_LTR_6	LINE/L1	2107445	2108020	1097	Homology_Non_LTR_1	LINE/L1	2107445	2107449	5
CP002688.1	2374112	2375202	2734	Homology_Non_LTR_6	LINE/L1	2374580	2377446	5682	LTR_202-int	LTR/Gypsy	2374580	2375202	623
CP002688.1	2374580	2377446	5682	LTR_202-int	LTR/Gypsy	2375203	2376058	4593	Homology_Non_LTR_1	LINE/L1	2375203	2376058	856
CP002688.1	3018688	3019529	6767	Helitron_29	RC/Helitron	3019524	3019850	2367	Helitron_17	RC/Helitron	3019524	3019529	6
CP002688.1	3019524	3019850	2367	Helitron_17	RC/Helitron	3019832	3020195	2746	Helitron_17	RC/Helitron	3019832	3019850	19
CP002688.1	3260324	3260565	1071	TIR_42	Unknown	3260456	3260578	251	TIR_32	DNA/Crypton	3260456	3260565	110
CP002688.1	3566341	3566443	700	LTR_15-LTR	LTR/Gypsy	3566353	3566916	3927	TIR_17	Unknown	3566353	3566443	91
CP002688.1	4210302	4211049	1005	LTR_242-int	LTR/Copia	4210316	4211193	937	LTR_274-int	LTR/Copia	4210316	4211049	734
CP002688.1	4466741	4466900	242	TIR_4	DNA/PIF-Harbinger	4466833	4466957	238	TIR_0	DNA/PIF-Harbinger	4466833	4466900	68
CP002688.1	4780210	4780980	5751	TIR_37	DNA/TcMar	4780980	4782227	8854	TIR_37	DNA/TcMar	4780980	4780980	1
CP002688.1	4794505	4794667	778	LTR_25-LTR	LTR/Gypsy	4794641	4795659	6738	LTR_260-int	LTR/Gypsy	4794641	4794667	27
CP002688.1	4794641	4795659	6738	LTR_260-int	LTR/Gypsy	4795658	4796567	3311	LTR_260-int	LTR/Gypsy	4795658	4795659	2
CP002688.1	5625046	5625152	556	LTR_15-LTR	LTR/Gypsy	5625059	5625620	4213	TIR_17	Unknown	5625059	5625152	94
CP002688.1	5976786	5978052	9732	TIR_9	Unknown	5978050	5978506	2524	TIR_22	DNA/PIF-Harbinger	5978050	5978052	3
CP002688.1	6072551	6073051	3750	Helitron_16	RC/Helitron	6073040	6073227	1389	Helitron_16	RC/Helitron	6073040	6073051	12
CP002688.1	6073040	6073227	1389	Helitron_16	RC/Helitron	6073214	6073572	2867	Helitron_16	RC/Helitron	6073214	6073227	14
CP002688.1	6207507	6207613	228	Homology_Non_LTR_9	LINE/L1	6207534	6209311	1992	Homology_Non_LTR_24	LINE/L1	6207534	6207613	80
CP002688.1	6914729	6914839	518	TIR_43	DNA/MULE	6914819	6915011	542	TIR_58	DNA/MULE	6914819	6914839	21
CP002688.1	6914819	6915011	542	TIR_58	DNA/MULE	6915008	6915424	3384	TIR_75	DNA/MULE	6915008	6915011	4
CP002688.1	7075336	7075484	618	TIR_3	Unknown	7075338	7076706	9980	Helitron_33	RC/Helitron	7075338	7075484	147
CP002688.1	7153184	7153775	4552	TIR_37	DNA/TcMar	7153775	7154438	4767	TIR_37	DNA/TcMar	7153775	7153775	1
CP002688.1	7175256	7175530	935	TIR_12	Unknown	7175509	7175939	1223	Helitron_29	RC/Helitron	7175509	7175530	22
CP002688.1	7175509	7175939	1223	Helitron_29	RC/Helitron	7175939	7176141	578	Helitron_29	RC/Helitron	7175939	7175939	1
CP002688.1	7328561	7328817	1727	TIR_24	Unknown	7328670	7328836	571	Helitron_18	RC/Helitron	7328670	7328817	148
CP002688.1	7352031	7352698	5075	TIR_3	Unknown	7352653	7352764	509	Helitron_20	RC/Helitron	7352653	7352698	46
CP002688.1	7352031	7352698	5075	TIR_3	Unknown	7352665	7352773	774	TIR_3	Unknown	7352665	7352698	34
CP002688.1	7352653	7352764	509	Helitron_20	RC/Helitron	7352665	7352773	774	TIR_3	Unknown	7352665	7352764	100
CP002688.1	7503952	7504110	283	TIR_55	DNA/PIF-Harbinger	7504015	7504205	306	TIR_55	DNA/PIF-Harbinger	7504015	7504110	96
CP002688.1	7648144	7648504	807	Helitron_37	RC/Helitron	7648303	7648634	333	TIR_11	Unknown	7648303	7648504	202
CP002688.1	8400179	8400315	1156	LTR_69-LTR	LTR/Copia	8400307	8400412	734	LTR_173-int	LTR/Copia	8400307	8400315	9
CP002688.1	8720120	8721413	1403	Homology_Non_LTR_24	LINE/L1	8721334	8721440	235	Homology_Non_LTR_9	LINE/L1	8721334	8721413	80
CP002688.1	8769452	8770349	5636	TIR_38	Unknown	8769976	8770673	4838	TIR_16	DNA/PIF-Harbinger	8769976	8770349	374
